Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/10 @ 23:00:00;1;10;23;-7.8;-9.04;101.25;67;-12.31;0;0;0;8.7
2002/01/11 @ 00:00:00;1;11;0;-11.7;-12.72;101.25;65;-16.4;0;0;0;7.7
2002/01/11 @ 01:00:00;1;11;1;-13.3;-14.36;101.25;59;-18.95;0;0;0;7.7
2002/01/11 @ 02:00:00;1;11;2;-15.6;-16.43;101.59;62;-20.63;0;0;0;7.7
2002/01/11 @ 03:00:00;1;11;3;-16.1;-17.04;101.59;55;-22.33;0;0;0;7.2
2002/01/11 @ 04:00:00;1;11;4;-16.1;-16.81;101.59;66;-20.47;0;0;0;6.2
2002/01/11 @ 05:00:00;1;11;5;-16.7;-17.32;101.25;69;-20.58;0;0;0;5.1
2002/01/11 @ 06:00:00;1;11;6;-16.1;-16.83;101.25;65;-20.62;0;0;0;5.7
2002/01/11 @ 07:00:00;1;11;7;-15.6;-16.21;101.25;72;-19.08;0;0;0;5.7
2002/01/11 @ 08:00:00;1;11;8;-15;-15.48;101.25;79;-17.52;125;0;125;6.2
2002/01/11 @ 09:00:00;1;11;9;-13.3;-14.13;101.25;68;-17.46;247.85;332;166;5.7
2002/01/11 @ 10:00:00;1;11;10;-11.7;-12.72;101.25;65;-16.4;353.7;519;181;5.1
2002/01/11 @ 11:00:00;1;11;11;-10.6;-11.66;101.25;66;-15.17;423.9;613;192;4.6
2002/01/11 @ 12:00:00;1;11;12;-12.2;-13.29;101.25;61;-17.55;382.95;655;134;3.6
2002/01/11 @ 13:00:00;1;11;13;-13.9;-15.07;100.92;53;-20.63;331.35;578;136;2.1
2002/01/11 @ 14:00:00;1;11;14;-13.3;-14.6;100.92;50;-20.67;271.93;502;144;1
2002/01/11 @ 15:00:00;1;11;15;-15.6;-16.65;100.92;52;-22.43;187.45;458;125;1.5
2002/01/11 @ 16:00:00;1;11;16;-17.2;-17.97;100.92;60;-22.49;103;344;103;1.5
