Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/10 @ 05:00:00;1;10;5;8.8;8.07;100.55;91;7.44;0;0;0;5.5
2002/01/10 @ 06:00:00;1;10;6;7.9;7.04;100.95;89;6.22;0;0;0;5.1
2002/01/10 @ 07:00:00;1;10;7;8;6.73;100.86;84;5.48;0;0;0;4.7
2002/01/10 @ 08:00:00;1;10;8;7;5.7;101.18;83;4.33;0;0;0;4.2
2002/01/10 @ 09:00:00;1;10;9;7;5.63;101.31;82;4.15;18.43;5;18;4.2
2002/01/10 @ 10:00:00;1;10;10;6.6;5.09;101.26;80;3.41;33.57;3;33;3.6
2002/01/10 @ 11:00:00;1;10;11;6.5;5;101.36;80;3.31;53.3;5;52;3.2
2002/01/10 @ 12:00:00;1;10;12;6.6;5.1;101.53;80;3.41;61.46;5;60;3.5
2002/01/10 @ 13:00:00;1;10;13;6.7;5.19;101.55;80;3.5;85.44;12;82;3.9
2002/01/10 @ 14:00:00;1;10;14;6.5;4.85;101.53;78;2.95;106.87;41;97;3.7
2002/01/10 @ 15:00:00;1;10;15;6.3;4.51;101.61;76;2.38;53.7;17;51;3.3
2002/01/10 @ 16:00:00;1;10;16;6.4;4.6;101.67;76;2.48;10.33;7;10;3.2
2002/01/10 @ 17:00:00;1;10;17;6.3;4.59;101.81;77;2.57;0;0;0;2.9
2002/01/10 @ 18:00:00;1;10;18;6;4.23;101.61;76;2.09;0;0;0;2.8
2002/01/10 @ 19:00:00;1;10;19;5.4;3.53;101.81;74;1.13;0;0;0;2.1
2002/01/10 @ 20:00:00;1;10;20;5.6;3.78;101.58;75;1.51;0;0;0;2.4
2002/01/10 @ 21:00:00;1;10;21;5.9;4.36;101.73;79;2.54;0;0;0;2.5
2002/01/10 @ 22:00:00;1;10;22;6.2;5.02;102.1;84;3.71;0;0;0;2.7
2002/01/10 @ 23:00:00;1;10;23;6.5;5.39;102.19;85;4.18;0;0;0;3
2002/01/11 @ 00:00:00;1;11;0;6.5;5.39;102.24;85;4.18;0;0;0;3.3
2002/01/11 @ 01:00:00;1;11;1;6;4.54;102.35;80;2.82;0;0;0;3.1
2002/01/11 @ 02:00:00;1;11;2;5.5;3.7;102.11;75;1.41;0;0;0;2.8
2002/01/11 @ 03:00:00;1;11;3;4.6;2.65;101.97;72;0;0;0;0;1.6
2002/01/11 @ 04:00:00;1;11;4;4;2.03;102.09;71;-0.68;0;0;0;0.9
2002/01/11 @ 05:00:00;1;11;5;3.7;1.96;102.07;74;-0.44;0;0;0;1.3
2002/01/11 @ 06:00:00;1;11;6;4.8;3.26;102.29;78;1.28;0;0;0;1.3
2002/01/11 @ 07:00:00;1;11;7;5.1;3.91;102.43;83;2.45;0;0;0;1.3
